Prev_Sem_Result,CGPA,Internship_Experience,Communication_Skills,Projects_Completed,Involvement,Placement,IQ
4.65,5.05,Yes,9,0.0,Medium,1,112.0
0.4900000000000002,9.69,No,10,1.0,Low,1,135.0
1.5,8.61,No,2,2.0,Medium,1,113.0
1.7799999999999994,8.29,Yes,10,4.0,Medium,0,132.0
3.13,7.08,No,2,4.0,Medium,0,100.0
0.4499999999999993,9.79,Yes,7,0.0,Low,0,151.0
3.91,6.09,Yes,8,5.0,Low,0,137.0
4.58,5.7,No,9,4.0,Low,1,131.0
2.41,7.81,Yes,6,2.0,Low,0,115.0
3.04,6.52,Yes,5,1.0,Medium,0,105.0
1.67,8.25,No,2,4.0,Low,0,131.0
1.2899999999999991,9.15,Yes,6,5.0,Low,1,140.0
3.7300000000000004,5.86,No,8,0.0,Low,0,139.0
2.3,7.98,No,5,0.0,Low,1,124.0
4.58,5.89,No,4,3.0,Low,0,110.0
1.7899999999999991,8.66,No,1,0.0,Low,0,108.0
1.8000000000000007,8.29,No,10,5.0,High,1,140.0
2.3099999999999996,8.13,Yes,1,4.0,Low,1,113.0
3.88,5.86,No,8,0.0,Medium,0,119.0
3.4800000000000004,6.87,Yes,1,1.0,Medium,0,107.0
2.4699999999999998,7.67,Yes,9,4.0,Medium,0,126.0
1.5,8.3,Yes,9,0.0,Low,0,122.0
,8.99,No,4,,Low,0,110.0
1.4499999999999993,8.56,Yes,10,2.0,Low,0,148.0
0.5999999999999996,9.57,No,9,4.0,High,1,131.0
2.91,7.3,No,6,,Low,1,102.0
2.29,8.01,No,9,2.0,Low,0,140.0
2.1900000000000004,8.13,No,4,2.0,Medium,1,142.0
0.27999999999999936,9.93,No,5,0.0,Medium,0,129.0
2.2699999999999996,8.2,No,6,1.0,Medium,0,131.0
2.9400000000000004,7.03,,10,2.0,Low,1,134.0
2.7199999999999998,7.68,Yes,4,2.0,Low,1,117.0
0.7699999999999996,8.89,No,3,5.0,Medium,1,133.0
1.1600000000000001,8.85,Yes,2,0.0,Medium,1,109.0
1.2100000000000009,8.86,No,8,,Medium,0,141.0
4.34,5.87,No,9,3.0,Low,0,127.0
3.3600000000000003,6.36,No,8,0.0,Medium,0,109.0
4.12,5.68,Yes,2,0.0,Medium,1,101.0
0.16000000000000014,9.8,No,7,4.0,Medium,1,139.0
0.6400000000000006,9.0,Yes,1,3.0,High,0,103.0
1.42,8.49,No,7,5.0,Medium,1,139.0
2.7,7.5,No,10,4.0,High,1,123.0
2.95,7.35,Yes,5,3.0,Low,0,121.0
1.8100000000000005,7.94,Yes,9,1.0,Low,1,134.0
0.16000000000000014,9.5,No,9,2.0,Low,1,157.0
0.4399999999999995,9.44,No,7,4.0,Low,0,147.0
2.83,6.81,Yes,4,0.0,Low,0,109.0
3.58,5.99,Yes,3,4.0,Low,0,115.0
0.05000000000000071,10.14,No,4,3.0,Low,1,150.0
3.3,6.43,Yes,2,5.0,High,1,106.0
4.45,5.69,No,2,5.0,High,0,96.0
3.46,6.66,No,10,1.0,Low,1,116.0
2.17,7.95,No,8,1.0,Medium,1,117.0
2.4000000000000004,7.29,No,9,3.0,Medium,0,126.0
1.75,7.97,Yes,8,3.0,Low,0,128.0
0.75,9.28,No,5,2.0,Medium,0,126.0
2.54,7.21,Yes,10,1.0,High,0,125.0
3.8600000000000003,5.93,No,6,2.0,Low,1,119.0
0.3200000000000003,9.68,No,5,5.0,Low,1,138.0
0.39000000000000057,9.75,No,4,0.0,Medium,0,129.0
2.75,7.15,Yes,1,4.0,Medium,0,105.0
1.1799999999999997,9.14,No,1,0.0,Low,1,95.0
3.84,6.2,Yes,8,0.0,Low,1,109.0
4.53,5.17,No,10,3.0,Low,0,121.0
1.2100000000000009,8.68,No,8,2.0,Medium,1,121.0
2.0700000000000003,7.46,Yes,1,0.0,High,0,102.0
2.9000000000000004,6.81,No,9,1.0,Medium,0,138.0
0.7699999999999996,9.16,Yes,9,5.0,Medium,0,157.0
3.92,6.12,,1,5.0,Low,1,101.0
0.5,9.08,Yes,7,2.0,High,1,144.0
2.9000000000000004,6.9,,6,4.0,High,0,116.0
0.9700000000000006,9.0,No,3,0.0,Low,1,117.0
3.58,5.96,No,2,4.0,Low,1,98.0
1.3699999999999992,8.62,No,6,0.0,Low,0,124.0
1.9800000000000004,8.42,No,1,2.0,Low,0,109.0
2.66,7.18,No,6,3.0,Low,1,125.0
0.8699999999999992,8.95,Yes,10,4.0,Low,0,151.0
4.77,4.76,Yes,2,3.0,High,1,86.0
0.5500000000000007,9.24,No,9,3.0,Medium,1,146.0
2.6799999999999997,7.24,No,10,2.0,Low,1,147.0
2.4800000000000004,7.72,No,4,4.0,Medium,0,127.0
2.58,7.77,Yes,2,0.0,Low,0,94.0
1.4600000000000009,8.19,No,9,1.0,Low,0,110.0
1.1799999999999997,8.41,No,2,4.0,Medium,0,125.0
3.55,6.1,Yes,8,0.0,Low,0,104.0
0.3699999999999992,9.6,No,4,4.0,High,0,123.0
4.65,5.53,No,1,1.0,High,1,73.0
,8.79,Yes,3,,Low,0,109.0
4.58,5.77,Yes,5,3.0,Low,0,116.0
3.2300000000000004,7.01,Yes,9,2.0,Low,0,138.0
0.5600000000000005,9.28,No,2,5.0,Medium,0,117.0
0.7400000000000002,9.02,No,3,1.0,Medium,1,92.0
0.7699999999999996,9.24,No,6,4.0,Low,1,132.0
0.27999999999999936,9.98,Yes,7,5.0,Medium,0,147.0
2.84,7.58,Yes,5,0.0,Low,1,103.0
0.34999999999999964,9.54,No,6,5.0,High,0,135.0
0.5299999999999994,9.34,Yes,2,2.0,High,1,114.0
3.92,6.52,No,6,5.0,High,0,120.0
4.67,5.5,No,9,2.0,Low,0,121.0
1.5,8.02,Yes,3,1.0,Low,0,106.0
3.12,7.2,No,3,5.0,Medium,1,125.0
1.2200000000000006,8.97,Yes,9,3.0,Low,0,143.0
0.5,9.29,Yes,4,1.0,Low,0,127.0
0.9800000000000004,8.99,Yes,5,3.0,High,1,114.0
2.7300000000000004,7.64,Yes,1,5.0,Low,0,109.0
2.41,7.76,No,10,2.0,High,1,121.0
2.0700000000000003,8.25,No,4,4.0,High,0,115.0
2.01,7.61,Yes,10,4.0,Low,0,157.0
2.12,8.22,Yes,7,5.0,Low,0,122.0
0.2599999999999998,9.52,Yes,2,5.0,Low,1,112.0
0.4499999999999993,9.2,Yes,8,2.0,Low,1,156.0
1.5700000000000003,8.49,Yes,6,4.0,Medium,1,127.0
2.42,7.94,Yes,1,2.0,Low,0,103.0
2.46,7.31,No,1,5.0,Medium,0,117.0
3.6399999999999997,6.52,No,2,4.0,High,0,93.0
3.1100000000000003,6.81,Yes,9,0.0,High,0,136.0
4.75,5.06,No,6,2.0,Medium,0,110.0
2.42,7.87,Yes,10,3.0,High,0,127.0
2.4400000000000004,7.95,Yes,3,3.0,Low,1,140.0
0.4299999999999997,9.73,No,8,3.0,High,0,132.0
3.83,6.51,Yes,5,0.0,Medium,1,114.0
3.92,6.57,No,1,0.0,Low,1,101.0
2.3099999999999996,7.69,Yes,1,2.0,Low,0,121.0
0.6600000000000001,9.04,No,6,5.0,Medium,0,150.0
1.5500000000000007,8.38,No,9,0.0,Medium,0,132.0
1.1999999999999993,8.64,No,2,3.0,High,0,104.0
0.39000000000000057,9.44,No,3,3.0,Low,1,133.0
4.59,4.97,No,1,,High,0,79.0
0.4399999999999995,10.03,No,2,5.0,Low,0,152.0
4.17,6.14,No,10,4.0,Low,0,132.0
3.4800000000000004,6.66,Yes,9,4.0,High,0,119.0
0.009999999999999787,10.31,Yes,2,2.0,High,1,122.0
0.5299999999999994,9.26,Yes,6,4.0,High,1,117.0
,6.01,No,9,5.0,High,0,111.0
1.2699999999999996,8.85,No,1,5.0,Medium,0,129.0
4.92,5.54,Yes,3,2.0,High,1,86.0
2.34,7.19,No,9,3.0,Medium,0,118.0
2.95,7.46,Yes,2,5.0,High,0,112.0
3.9800000000000004,6.12,Yes,9,5.0,High,0,133.0
3.59,6.21,No,9,0.0,Low,1,129.0
4.21,5.83,No,3,0.0,Low,1,110.0
0.9199999999999999,9.09,No,2,,Medium,0,112.0
1.9499999999999993,8.04,No,3,3.0,High,1,97.0
0.4800000000000004,9.39,No,3,4.0,High,1,136.0
2.54,7.01,No,1,1.0,Low,0,99.0
2.76,6.9,No,3,3.0,Medium,1,105.0
3.9299999999999997,5.88,No,10,5.0,High,1,136.0
2.0199999999999996,7.7,No,9,2.0,High,0,132.0
0.9499999999999993,9.12,Yes,9,3.0,Medium,1,146.0
4.92,5.04,No,8,0.0,Low,1,132.0
4.69,5.15,No,6,3.0,High,0,95.0
0.41000000000000014,9.86,Yes,1,1.0,High,0,122.0
3.01,6.58,Yes,10,3.0,Low,1,133.0
0.6899999999999995,9.14,No,9,1.0,Low,1,145.0
2.17,8.26,No,5,1.0,High,1,131.0
2.9800000000000004,7.42,No,2,2.0,High,1,107.0
4.85,5.6,Yes,7,1.0,Low,0,118.0
4.36,5.3,Yes,8,0.0,Low,1,123.0
3.54,6.19,Yes,3,2.0,Medium,1,98.0
4.16,6.11,Yes,6,3.0,Low,0,108.0
0.17999999999999972,10.25,Yes,10,5.0,High,0,141.0
3.74,6.16,No,4,2.0,High,0,80.0
0.08000000000000007,10.14,No,5,0.0,Low,1,155.0
2.4400000000000004,7.36,No,3,3.0,Low,1,103.0
1.5600000000000005,8.36,Yes,5,5.0,Low,1,128.0
2.05,8.28,Yes,9,1.0,High,0,126.0
0.4800000000000004,9.83,Yes,8,2.0,High,1,140.0
1.6099999999999994,8.11,No,10,2.0,Low,1,149.0
4.74,4.94,No,10,0.0,Medium,1,121.0
0.6500000000000004,9.23,No,3,3.0,Medium,0,117.0
4.9,4.94,Yes,2,0.0,High,0,81.0
1.3900000000000006,8.53,No,3,5.0,High,0,120.0
3.1900000000000004,6.77,No,7,3.0,High,1,113.0
2.3600000000000003,7.26,No,10,3.0,Medium,1,148.0
1.4499999999999993,8.67,,9,1.0,Medium,1,140.0
2.38,8.11,No,6,3.0,Low,1,136.0
4.67,5.47,Yes,4,3.0,Low,0,112.0
4.51,5.22,Yes,9,1.0,Medium,0,124.0
4.3,6.11,No,7,5.0,High,1,116.0
1.83,8.25,Yes,2,1.0,Low,0,101.0
2.2,7.81,No,2,,Medium,0,111.0
0.5999999999999996,8.99,Yes,2,1.0,Medium,0,108.0
3.4000000000000004,7.08,No,10,0.0,Low,0,125.0
1.9900000000000002,8.4,Yes,2,0.0,Low,0,119.0
2.51,7.87,Yes,4,1.0,Low,1,130.0
1.3699999999999992,8.48,No,9,5.0,Low,1,145.0
0.8300000000000001,8.94,Yes,1,3.0,High,0,113.0
2.33,7.9,No,6,4.0,Low,0,146.0
0.009999999999999787,9.62,Yes,2,3.0,Medium,1,124.0
3.0199999999999996,6.86,No,9,3.0,Low,0,157.0
0.5500000000000007,9.72,No,6,5.0,Medium,0,144.0
2.12,8.23,No,5,1.0,Medium,0,102.0
0.8599999999999994,8.7,No,7,0.0,Low,1,139.0
2.62,7.38,No,8,2.0,Low,0,133.0
0.7899999999999991,9.06,No,7,1.0,High,0,140.0
2.05,7.66,Yes,3,0.0,Medium,0,114.0
0.5600000000000005,9.46,No,9,2.0,High,0,136.0
4.87,5.08,Yes,10,4.0,Low,0,112.0
4.43,5.96,No,1,0.0,Low,0,92.0
3.05,7.19,No,9,4.0,Low,1,126.0
1.0600000000000005,8.75,No,10,3.0,Low,1,140.0
0.16000000000000014,9.46,No,9,5.0,High,1,149.0
4.71,5.17,No,1,3.0,Low,1,110.0
4.9,5.37,No,6,1.0,High,0,104.0
0.17999999999999972,9.83,Yes,5,3.0,High,1,117.0
2.5599999999999996,7.36,No,7,0.0,High,1,119.0
3.2800000000000002,7.07,Yes,2,4.0,Low,1,123.0
0.40000000000000036,9.69,No,6,2.0,Low,0,132.0
0.009999999999999787,9.52,No,7,3.0,Low,1,140.0
3.3,6.61,Yes,7,3.0,Low,0,123.0
1.1600000000000001,8.72,Yes,2,1.0,High,0,101.0
0.11999999999999922,9.83,No,1,4.0,Low,0,132.0
2.8899999999999997,7.47,No,10,1.0,Medium,1,129.0
4.48,5.65,No,10,1.0,Low,1,127.0
4.45,5.08,No,2,3.0,High,0,79.0
3.34,7.13,No,5,5.0,High,1,110.0
3.8,6.07,No,3,4.0,Low,0,115.0
1.1999999999999993,8.86,No,5,4.0,High,0,120.0
1.6300000000000008,8.67,Yes,10,1.0,High,0,152.0
0.7300000000000004,9.31,No,1,3.0,Low,1,117.0
4.19,5.81,No,3,3.0,Low,0,107.0
3.4699999999999998,6.12,No,10,2.0,Low,1,137.0
2.71,7.49,No,1,3.0,Low,0,95.0
0.21000000000000085,10.16,No,10,3.0,Low,0,138.0
0.8200000000000003,8.88,No,5,4.0,Low,0,117.0
1.0600000000000005,9.1,No,5,0.0,High,0,132.0
1.08,8.51,No,10,1.0,Medium,0,132.0
3.33,6.82,No,5,5.0,Low,1,146.0
2.6500000000000004,7.31,No,4,2.0,High,1,102.0
2.7,7.53,No,5,4.0,High,1,117.0
3.54,6.43,Yes,1,4.0,Medium,0,115.0
0.7599999999999998,9.11,Yes,2,4.0,Low,1,144.0
1.5,8.22,No,10,4.0,Medium,1,161.0
2.9000000000000004,7.14,No,1,2.0,Medium,1,113.0
3.9000000000000004,6.26,Yes,10,,Low,1,140.0
3.67,6.18,No,6,0.0,High,0,109.0
3.5300000000000002,6.23,No,10,2.0,Medium,0,132.0
3.05,7.39,No,5,1.0,Low,1,112.0
2.6799999999999997,7.07,No,7,2.0,Medium,0,112.0
2.92,7.48,No,6,5.0,High,0,120.0
2.42,7.28,No,9,5.0,Low,0,135.0
3.92,5.96,No,6,1.0,Medium,0,103.0
0.5500000000000007,9.72,Yes,10,1.0,High,1,148.0
4.63,5.4,No,7,4.0,High,0,118.0
2.6500000000000004,6.94,Yes,1,3.0,High,1,98.0
3.83,6.24,Yes,5,1.0,Low,1,125.0
2.16,7.69,No,7,5.0,Medium,0,117.0
3.12,6.94,No,5,5.0,High,0,111.0
4.87,5.07,No,1,0.0,Low,0,81.0
2.2,7.45,No,7,2.0,Low,0,108.0
3.4699999999999998,6.67,No,10,1.0,Low,1,129.0
2.0199999999999996,7.93,Yes,5,5.0,High,0,119.0
2.7199999999999998,6.99,No,4,5.0,High,0,126.0
2.7199999999999998,7.03,No,9,3.0,Low,1,138.0
3.49,6.52,No,4,5.0,Medium,0,101.0
2.01,7.81,No,1,4.0,Low,0,131.0
3.33,6.23,Yes,5,1.0,Low,0,123.0
2.6399999999999997,7.14,Yes,1,3.0,High,0,104.0
0.7799999999999994,8.77,No,6,1.0,Medium,1,124.0
3.8600000000000003,5.65,Yes,10,2.0,High,1,107.0
4.03,5.8,No,8,1.0,Low,0,114.0
4.22,6.01,No,4,0.0,High,0,107.0
2.5199999999999996,7.37,No,3,0.0,Medium,0,124.0
0.0,10.16,No,9,2.0,Low,0,166.0
4.29,5.97,Yes,10,1.0,Low,1,120.0
2.4800000000000004,7.35,No,1,3.0,Medium,1,93.0
0.7899999999999991,9.34,No,5,3.0,Medium,1,131.0
1.3900000000000006,8.6,No,2,2.0,Medium,0,96.0
0.6799999999999997,8.96,No,6,5.0,High,1,133.0
3.01,6.92,No,1,3.0,High,0,96.0
1.33,8.44,No,10,4.0,High,0,133.0
1.4600000000000009,8.82,No,5,3.0,Low,0,114.0
4.65,5.28,Yes,6,0.0,Low,1,111.0
0.35999999999999943,9.32,No,3,4.0,Medium,0,119.0
3.9800000000000004,6.33,No,7,4.0,Low,1,111.0
3.0300000000000002,6.59,Yes,9,1.0,Low,1,97.0
0.9399999999999995,8.91,No,9,4.0,Low,0,145.0
4.86,4.84,No,3,1.0,Medium,0,109.0
2.1500000000000004,8.27,No,2,5.0,Low,1,137.0
1.9100000000000001,8.25,No,8,0.0,Low,1,127.0
3.55,6.28,No,1,0.0,Low,0,90.0
4.98,5.27,,6,0.0,Low,0,110.0
2.59,7.85,No,8,3.0,Low,0,124.0
3.3499999999999996,7.14,,9,1.0,Low,0,132.0
2.2800000000000002,7.32,No,4,1.0,Low,0,122.0
4.52,5.38,Yes,4,2.0,High,1,107.0
3.76,6.05,No,1,4.0,Low,0,100.0
1.2400000000000002,8.85,No,8,5.0,Medium,1,137.0
2.17,8.12,Yes,1,3.0,Medium,0,100.0
3.3099999999999996,6.23,No,2,4.0,Low,0,97.0
0.4499999999999993,9.5,Yes,9,5.0,Medium,1,145.0
0.6999999999999993,9.61,No,9,4.0,High,1,146.0
2.95,7.31,Yes,3,3.0,Medium,1,119.0
1.8900000000000006,8.12,Yes,7,4.0,Low,1,126.0
2.3600000000000003,7.93,No,3,3.0,Low,0,133.0
3.92,6.48,No,4,0.0,Low,1,104.0
3.9000000000000004,5.65,Yes,8,3.0,Low,1,119.0
0.4299999999999997,9.67,Yes,2,4.0,Low,0,120.0
2.87,6.71,No,1,3.0,High,0,71.0
,6.13,Yes,3,1.0,Low,1,112.0
4.47,5.85,No,10,3.0,Low,0,135.0
2.7,6.91,No,3,1.0,High,0,97.0
3.01,6.89,No,1,3.0,Low,0,106.0
3.4800000000000004,6.15,Yes,5,4.0,High,1,112.0
2.2699999999999996,7.94,Yes,8,3.0,High,1,111.0
0.6699999999999999,9.13,No,5,0.0,Medium,0,118.0
1.92,8.12,Yes,7,2.0,High,1,131.0
1.0500000000000007,9.04,Yes,5,2.0,Low,0,118.0
3.0,6.79,No,9,3.0,Medium,1,129.0
,5.96,No,1,1.0,Low,0,82.0
0.8300000000000001,9.5,No,1,2.0,High,0,117.0
4.34,5.31,No,5,3.0,Low,0,107.0
3.99,6.35,Yes,6,0.0,Low,1,97.0
0.5800000000000001,9.04,Yes,7,1.0,High,1,139.0
3.0300000000000002,7.4,Yes,4,3.0,Low,0,111.0
1.5299999999999994,8.29,No,9,2.0,Low,1,130.0
1.6400000000000006,8.54,No,2,5.0,Low,1,124.0
2.2,7.6,Yes,10,1.0,Low,1,147.0
0.5500000000000007,9.62,No,2,5.0,High,1,111.0
1.3499999999999996,9.05,Yes,3,3.0,Medium,1,122.0
4.56,5.15,Yes,8,0.0,Medium,1,112.0
2.24,8.07,Yes,9,1.0,Low,0,142.0
1.7699999999999996,8.27,No,7,3.0,Low,1,135.0
4.93,5.53,,7,5.0,High,0,107.0
3.0700000000000003,6.63,No,2,2.0,Low,1,97.0
3.7199999999999998,6.32,No,6,0.0,Medium,0,109.0
0.5999999999999996,9.48,Yes,10,3.0,High,0,132.0
0.22000000000000064,9.86,Yes,3,4.0,Medium,1,99.0
1.1400000000000006,8.82,Yes,5,3.0,Medium,0,131.0
4.26,5.53,No,8,4.0,High,1,121.0
1.5600000000000005,8.73,Yes,1,4.0,Low,1,95.0
3.12,6.93,No,10,0.0,High,0,111.0
3.04,6.88,No,3,0.0,Low,1,113.0
0.5099999999999998,9.38,No,10,4.0,High,1,164.0
2.13,7.64,No,4,1.0,Medium,0,112.0
,4.89,No,8,1.0,Low,0,104.0
3.4400000000000004,6.57,Yes,9,2.0,Low,0,125.0
2.75,7.3,No,2,5.0,High,1,120.0
2.92,6.93,Yes,5,5.0,Low,0,115.0
1.6600000000000001,8.68,No,9,0.0,Low,1,130.0
3.29,6.34,Yes,2,5.0,High,0,95.0
0.9499999999999993,9.37,No,6,0.0,Medium,0,119.0
1.0500000000000007,9.14,No,6,,Low,0,135.0
1.7799999999999994,7.79,Yes,5,0.0,Low,1,135.0
1.42,8.76,No,7,3.0,High,1,132.0
2.8499999999999996,7.3,No,9,4.0,High,1,124.0
4.31,5.19,Yes,7,0.0,Low,1,106.0
0.2599999999999998,9.99,,9,4.0,Medium,0,133.0
2.63,7.04,No,8,5.0,Medium,0,137.0
0.27999999999999936,9.66,No,10,4.0,Medium,1,149.0
4.83,5.58,Yes,7,4.0,Medium,1,112.0
0.35999999999999943,9.85,No,8,2.0,Low,1,177.0
0.21000000000000085,9.31,No,1,,Low,1,119.0
3.2300000000000004,6.61,No,5,1.0,Medium,0,101.0
4.33,5.84,No,8,0.0,Medium,1,108.0
0.6699999999999999,9.1,No,8,3.0,High,1,145.0
0.9600000000000009,9.17,No,1,2.0,Low,1,119.0
4.26,5.45,No,10,0.0,Low,1,105.0
3.3899999999999997,6.69,Yes,6,1.0,Medium,1,122.0
2.7300000000000004,7.63,,10,2.0,High,1,122.0
0.33999999999999986,10.06,No,10,0.0,High,0,160.0
1.5899999999999999,8.07,Yes,3,3.0,Low,0,130.0
2.91,7.49,Yes,10,2.0,High,1,124.0
0.35999999999999943,9.34,No,9,4.0,Low,1,161.0
3.83,5.9,No,6,1.0,Low,1,112.0
2.38,7.46,No,4,1.0,Medium,0,120.0
0.6600000000000001,9.34,Yes,4,3.0,Low,1,135.0
4.83,4.88,No,5,1.0,High,0,85.0
1.1099999999999994,8.42,Yes,5,3.0,Low,0,121.0
4.07,6.09,Yes,8,4.0,Low,1,134.0
4.27,5.86,No,8,2.0,Medium,1,112.0
1.08,9.13,No,2,5.0,High,0,114.0
2.24,8.22,No,8,5.0,Low,1,130.0
3.2300000000000004,6.54,Yes,5,0.0,High,1,107.0
1.0299999999999994,9.24,Yes,5,0.0,High,1,141.0
0.8399999999999999,9.25,,5,0.0,Low,1,118.0
4.15,5.71,No,10,1.0,Low,0,123.0
3.6900000000000004,6.73,,10,0.0,High,0,134.0
1.3100000000000005,8.4,No,4,0.0,High,0,111.0
3.1500000000000004,6.69,Yes,4,0.0,Low,1,113.0
1.9299999999999997,8.36,No,8,2.0,Medium,1,121.0
2.5300000000000002,7.78,No,6,2.0,Low,1,130.0
1.2200000000000006,9.26,No,9,1.0,Low,0,141.0
4.38,5.58,Yes,10,,High,1,124.0
1.9600000000000009,8.29,No,3,2.0,Medium,1,127.0
3.9699999999999998,6.15,Yes,9,5.0,Low,0,155.0
4.77,5.22,No,2,0.0,Low,1,98.0
2.3499999999999996,7.56,Yes,5,0.0,Low,0,121.0
4.52,5.27,Yes,5,1.0,Low,1,106.0
1.5899999999999999,8.24,No,9,0.0,Low,0,131.0
,6.94,Yes,1,0.0,Low,1,104.0
,8.86,No,1,5.0,High,0,110.0
4.12,5.85,Yes,10,3.0,High,1,121.0
3.0999999999999996,6.5,No,1,5.0,Medium,0,115.0
0.7799999999999994,9.42,Yes,1,5.0,Low,0,114.0
,6.75,No,4,5.0,Low,0,128.0
4.38,5.66,Yes,2,0.0,Low,0,108.0
2.7800000000000002,7.14,Yes,10,0.0,Low,1,130.0
4.16,5.46,No,5,3.0,Medium,1,83.0
4.02,6.42,,10,4.0,Low,1,127.0
2.17,7.36,No,6,5.0,Low,0,140.0
3.4400000000000004,6.28,No,6,3.0,Low,1,117.0
3.8600000000000003,5.75,No,1,1.0,Low,0,84.0
2.3600000000000003,7.75,Yes,8,0.0,Medium,0,119.0
,5.81,No,1,3.0,Medium,1,102.0
3.3,7.07,No,9,5.0,Medium,1,137.0
2.75,7.03,Yes,1,2.0,High,1,94.0
0.4299999999999997,9.95,,6,1.0,Low,1,134.0
2.4299999999999997,7.79,No,10,4.0,High,0,130.0
3.4400000000000004,6.47,No,4,,Low,0,99.0
2.0999999999999996,8.22,No,8,2.0,Medium,0,147.0
2.9299999999999997,7.01,Yes,6,4.0,Low,0,120.0
2.8899999999999997,6.62,Yes,8,0.0,Low,0,133.0
1.4900000000000002,8.71,Yes,5,3.0,Medium,1,141.0
4.2,5.8,No,8,1.0,High,0,119.0
0.34999999999999964,9.75,Yes,8,3.0,Low,0,142.0
0.3699999999999992,9.36,Yes,6,1.0,Medium,1,134.0
4.73,5.65,Yes,9,0.0,Medium,0,114.0
0.2599999999999998,10.11,No,1,5.0,Medium,0,116.0
0.8599999999999994,8.73,Yes,6,2.0,Medium,0,131.0
1.17,8.91,Yes,5,4.0,Medium,1,117.0
4.93,4.81,No,5,4.0,Low,1,118.0
4.75,4.89,No,2,0.0,High,1,78.0
0.4399999999999995,9.27,No,6,1.0,Low,1,135.0
0.41999999999999993,9.51,Yes,1,5.0,Medium,0,124.0
0.05000000000000071,9.58,No,9,5.0,Low,1,149.0
4.85,5.34,No,9,1.0,Low,1,123.0
0.5399999999999991,9.25,Yes,5,,Low,1,130.0
3.8499999999999996,5.74,Yes,2,3.0,Low,0,109.0
0.4299999999999997,9.41,No,7,2.0,Low,0,126.0
1.4499999999999993,8.5,No,4,2.0,Low,0,125.0
0.39000000000000057,9.97,Yes,10,3.0,Low,0,173.0
4.93,4.62,No,9,5.0,Medium,0,105.0
4.21,6.13,Yes,10,5.0,High,1,118.0
3.75,6.61,No,7,2.0,Low,1,126.0
0.5600000000000005,9.42,No,1,5.0,Medium,0,122.0
,8.69,Yes,4,0.0,Low,1,125.0
2.21,8.03,Yes,2,3.0,Low,1,120.0
0.09999999999999964,9.46,No,1,3.0,High,1,120.0
4.38,5.64,No,9,0.0,Medium,0,125.0
4.46,5.19,No,9,5.0,Low,1,127.0
1.4399999999999995,8.77,No,6,4.0,Low,1,132.0
2.45,7.78,Yes,10,5.0,Low,1,150.0
3.95,5.9,Yes,3,0.0,Low,1,119.0
1.2400000000000002,8.65,No,8,3.0,Low,1,138.0
1.3100000000000005,8.37,No,7,4.0,Medium,1,122.0
0.5800000000000001,9.1,Yes,6,4.0,Low,0,148.0
2.75,6.84,Yes,8,0.0,Medium,1,117.0
2.24,8.23,No,6,1.0,High,0,97.0
0.6799999999999997,9.57,Yes,6,4.0,Low,1,149.0
1.5999999999999996,8.83,Yes,1,3.0,Medium,0,108.0
2.6100000000000003,6.94,No,5,0.0,Low,0,112.0
,8.68,Yes,3,2.0,Low,1,125.0
1.2699999999999996,8.51,Yes,4,1.0,Medium,0,120.0
4.31,5.62,No,10,5.0,High,0,128.0
3.95,6.5,No,10,0.0,Low,1,122.0
0.4499999999999993,9.51,No,2,4.0,High,1,124.0
2.3099999999999996,7.49,Yes,4,5.0,High,0,111.0
4.47,5.23,No,6,5.0,Low,0,121.0
3.51,6.43,No,10,3.0,Low,0,137.0
,8.32,Yes,8,5.0,Low,0,131.0
3.9699999999999998,6.52,No,3,4.0,Low,0,121.0
3.2699999999999996,7.2,Yes,8,0.0,High,0,111.0
4.11,6.12,No,8,1.0,High,1,119.0
0.25,9.29,No,2,3.0,Low,1,127.0
3.4000000000000004,6.35,No,4,5.0,Low,0,133.0
3.76,6.44,No,7,5.0,Low,0,122.0
2.96,6.6,No,7,5.0,High,1,114.0
2.1900000000000004,8.12,No,5,5.0,Low,0,129.0
0.019999999999999574,10.03,Yes,8,1.0,Medium,0,138.0
3.17,6.74,Yes,1,5.0,High,0,107.0
1.4100000000000001,8.79,No,5,2.0,Low,0,112.0
0.05000000000000071,9.67,No,7,2.0,Low,0,130.0
4.87,5.63,No,7,2.0,Low,1,104.0
3.41,6.9,Yes,10,5.0,Medium,0,143.0
3.76,6.14,No,5,0.0,Low,0,125.0
3.34,6.26,No,6,5.0,High,1,111.0
2.34,7.43,No,9,2.0,Low,0,131.0
0.8599999999999994,9.35,No,6,5.0,High,1,133.0
3.71,6.53,No,2,2.0,Low,0,116.0
1.9900000000000002,7.81,No,7,4.0,Medium,1,119.0
2.6399999999999997,7.58,Yes,4,1.0,Low,0,118.0
3.05,6.78,No,5,0.0,High,1,114.0
1.7699999999999996,8.25,Yes,9,1.0,Medium,1,137.0
3.9800000000000004,6.27,No,4,5.0,Low,1,116.0
1.3599999999999994,9.01,Yes,6,1.0,High,0,134.0
4.97,4.7,Yes,6,4.0,Low,1,81.0
,5.98,No,1,4.0,High,1,99.0
0.9299999999999997,9.04,No,6,0.0,Medium,1,120.0
3.67,6.35,No,7,0.0,Low,1,98.0
2.45,7.18,Yes,5,5.0,High,0,120.0
4.32,5.33,No,3,2.0,Low,0,113.0
4.78,5.08,Yes,8,4.0,Medium,1,112.0
4.42,5.69,Yes,8,3.0,High,0,121.0
