id,vendor_id,pickup_datetime,passenger_count,trip_duration
id3592597,2,2016-06-21 13:45:40,1,1003
id1061647,1,2016-01-06 14:16:20,1,1882
id0703484,1,2016-04-20 20:16:11,1,1125
id3385477,1,2016-02-25 14:48:47,1,1041
id1883495,2,2016-06-10 21:05:40,1,771
id3241509,2,2016-03-18 23:29:59,1,530
id2463441,1,2016-06-22 21:35:40,1,1516
id0098540,2,2016-02-01 18:12:51,1,645
id1503176,1,2016-04-09 11:37:27,1,1989
id3892867,2,2016-04-10 09:23:06,1,87
id0886015,2,2016-03-08 16:18:33,1,253
id0319841,2,2016-05-26 21:33:55,1,581
id2561766,2,2016-06-30 03:45:06,1,260
id2218138,1,2016-06-17 16:58:07,1,528
id2891532,1,2016-02-05 19:01:33,2,1359
id1119187,1,2016-01-15 21:55:20,2,656
id2621365,2,2016-03-05 23:53:12,1,612
id0811425,2,2016-05-07 21:55:51,1,795
id3542851,1,2016-01-30 22:04:18,1,255
id2953365,2,2016-06-13 22:20:03,6,328
id1908286,2,2016-02-04 00:47:01,1,910
id1334927,2,2016-02-17 07:22:40,2,366
id1846438,1,2016-06-09 22:36:42,1,652
id2377889,1,2016-05-13 22:58:00,2,1106
id3123520,1,2016-02-25 18:19:11,1,2265
id0952551,1,2016-01-19 06:03:48,1,412
id3054434,1,2016-06-10 13:35:59,1,57
id1273349,2,2016-06-05 21:55:13,5,252
id0379072,2,2016-05-13 13:12:04,2,1978
id2853697,1,2016-05-05 20:48:37,2,1328
id0788759,1,2016-06-20 16:16:02,2,537
id2889515,2,2016-02-10 18:20:56,1,129
id3640028,2,2016-03-29 17:50:45,1,910
id0550294,1,2016-05-02 17:01:34,1,817
id1944525,2,2016-06-30 09:36:12,2,489
id3370247,2,2016-04-14 20:57:23,5,450
id2218330,2,2016-01-18 10:35:21,1,814
id1767265,1,2016-01-17 17:09:27,1,1059
id1151432,2,2016-02-13 00:12:30,1,321
id1582543,2,2016-01-28 14:26:04,1,733
id2299439,1,2016-03-23 13:26:50,1,51
id1131988,1,2016-02-10 09:45:05,1,530
id2442342,1,2016-01-28 12:16:39,2,571
id3219532,1,2016-01-05 08:59:31,1,484
id3398959,2,2016-04-20 20:53:09,1,1184
id3714709,1,2016-03-07 16:17:50,1,64
id0310544,1,2016-01-22 22:48:00,2,2281
id1806751,1,2016-03-08 22:09:14,1,562
id3528741,2,2016-03-17 16:33:08,5,464
id3656404,2,2016-04-18 20:57:58,2,746
id1941616,1,2016-04-19 15:20:50,1,482
id2963778,2,2016-01-16 16:14:48,6,986
id0849572,2,2016-01-29 18:29:33,1,254
id2366550,2,2016-02-21 06:53:00,2,1119
id3894919,2,2016-01-29 21:14:44,1,263
id1777219,1,2016-04-12 19:59:16,1,181
id1244386,1,2016-04-30 12:33:03,1,1008
id0027998,1,2016-02-04 20:05:04,1,1182
id3699398,1,2016-06-11 01:44:49,1,543
id2793971,2,2016-06-28 21:59:46,1,1271
id0173341,2,2016-04-29 12:26:26,1,558
id3486485,2,2016-05-21 14:25:58,1,862
id1829160,2,2016-01-19 17:11:06,1,748
id2376833,2,2016-02-03 01:44:29,1,292
id2468611,2,2016-03-19 23:49:22,2,176
id2123946,2,2016-02-10 14:53:54,4,552
id3247679,1,2016-04-02 13:51:48,1,417
id3348603,2,2016-03-05 20:00:33,1,2083
id1766340,2,2016-04-28 20:53:42,1,991
id1538516,1,2016-04-21 21:58:18,4,1185
id3961284,1,2016-03-30 10:03:34,1,54
id0782818,1,2016-03-21 03:06:02,2,351
id3956499,2,2016-05-27 19:01:36,1,718
id2084868,1,2016-06-08 17:48:44,1,216
id0349933,1,2016-03-11 10:46:44,1,777
id3933018,1,2016-02-06 21:13:24,1,668
id1546770,1,2016-04-02 23:21:22,1,275
id1375983,1,2016-04-09 08:59:15,1,423
id0338028,2,2016-01-16 17:50:50,1,374
id2337617,1,2016-03-30 19:51:35,1,1004
id3543932,1,2016-04-09 09:03:52,1,590
id2204331,2,2016-01-11 12:53:37,1,2363
id0539695,2,2016-04-29 08:02:33,2,278
id3459284,1,2016-03-03 22:16:59,1,134
id1895963,2,2016-06-11 20:22:24,1,456
id0939162,2,2016-01-25 12:05:35,1,323
id1049207,2,2016-03-25 15:11:25,1,1037
id3979468,2,2016-03-09 21:22:16,6,651
id3380993,2,2016-05-19 22:57:21,1,1015
id0719173,1,2016-02-20 22:15:48,2,1877
id0161699,1,2016-03-25 10:48:32,1,962
id0461464,2,2016-05-01 14:24:22,1,340
id3200432,1,2016-05-05 15:19:46,1,1534
id2899821,1,2016-04-13 12:23:54,1,1460
id2785972,2,2016-04-03 07:33:01,1,286
id2277328,2,2016-05-14 22:07:21,1,1301
id1350712,2,2016-04-30 19:45:59,6,498
id0326098,2,2016-04-07 21:47:50,2,1505
id3680345,2,2016-01-25 10:36:12,1,199
id3391913,1,2016-03-03 21:13:29,1,1413
id0351470,2,2016-02-05 09:07:13,1,2686
id3472930,1,2016-01-18 12:31:04,1,266
id2882048,1,2016-01-21 17:51:29,1,526
id0480057,2,2016-01-22 19:50:36,1,476
id2300299,2,2016-02-10 18:43:58,3,441
id1910261,2,2016-06-12 19:28:34,2,318
id0500641,2,2016-03-14 22:04:08,1,349
id2579900,2,2016-02-18 10:28:51,3,1592
id0419968,1,2016-02-08 08:03:03,1,199
id1692624,2,2016-06-14 14:22:44,1,1231
id1721982,1,2016-01-19 20:05:05,1,1407
id1524271,1,2016-06-28 17:43:39,1,1163
id0179273,2,2016-06-01 19:48:30,2,145
id3707812,1,2016-05-02 21:45:55,2,1475
id0837326,2,2016-01-14 19:07:17,2,337
id2072136,1,2016-06-15 22:23:01,1,488
id1469268,2,2016-02-09 22:46:10,5,213
id3266308,2,2016-05-18 18:12:08,1,1480
id2230244,1,2016-04-30 20:47:57,1,333
id0827722,1,2016-01-14 03:23:53,1,1385
id3221790,1,2016-06-09 08:34:09,2,2125
id0270919,2,2016-01-30 18:25:06,5,1431
id0439315,2,2016-06-05 08:38:14,6,809
id3121200,2,2016-01-27 01:23:12,1,240
id1125029,2,2016-06-28 16:40:44,1,3326
id3585789,1,2016-06-22 22:17:04,1,1463
id1179080,2,2016-04-21 19:16:50,5,69
id1114168,2,2016-04-24 17:46:36,2,544
id0221017,2,2016-05-16 16:43:33,1,423
id1954265,2,2016-05-06 09:25:06,1,214
id3566456,1,2016-02-06 18:13:27,1,1393
id0823729,2,2016-03-18 00:46:33,1,724
id0097186,1,2016-03-31 14:09:16,2,3577
id2317296,1,2016-04-08 19:04:38,1,204
id2125694,2,2016-02-27 15:27:54,1,265
id1119624,1,2016-02-01 12:45:48,2,747
id0448401,1,2016-04-26 18:16:50,3,1339
id1332182,2,2016-04-20 11:19:47,5,201
id2143563,2,2016-03-17 14:45:53,5,666
id2520959,2,2016-01-11 19:15:23,2,965
id1051679,2,2016-01-04 17:12:56,1,318
id1554047,2,2016-03-01 23:38:16,1,1001
id0011078,1,2016-03-28 22:12:16,1,445
id2453577,2,2016-06-26 12:42:30,5,148
id0392628,1,2016-05-10 10:38:03,1,391
id2026785,1,2016-04-14 20:26:33,1,1232
id0004401,1,2016-03-30 00:17:08,1,625
id0449498,1,2016-02-29 09:20:59,1,1744
id2596144,2,2016-03-10 13:31:14,1,276
id2191732,1,2016-01-25 19:56:52,1,538
id3165468,1,2016-03-28 06:33:03,1,366
id3570972,1,2016-01-20 20:22:01,2,371
id1733073,2,2016-02-18 10:29:36,1,1647
id0072824,1,2016-06-01 10:32:24,1,638
id3091374,2,2016-04-28 06:19:52,1,398
id2709410,2,2016-06-29 00:56:00,3,1190
id2048483,2,2016-04-19 20:49:48,1,1191
id1920315,1,2016-06-13 18:07:36,2,294
id3583449,2,2016-01-23 13:16:09,1,624
id1246929,1,2016-02-20 18:56:29,1,398
id0738758,2,2016-03-08 09:23:05,1,340
id1399900,1,2016-03-04 11:27:31,2,586
id3162905,1,2016-05-30 03:49:22,2,214
id0618362,1,2016-06-09 20:55:55,1,2830
id3512141,1,2016-03-24 05:02:22,1,186
id0852201,2,2016-03-24 08:24:39,1,1091
id0109354,2,2016-04-24 19:04:50,1,1525
id1505680,2,2016-06-02 16:04:37,5,955
id3142793,2,2016-04-13 08:56:53,1,166
id1884823,1,2016-01-07 18:40:09,1,548
id0119660,2,2016-03-03 09:56:57,5,46
id2341412,1,2016-03-20 00:05:22,1,497
id3443416,2,2016-04-05 23:08:58,1,1406
id1779048,1,2016-05-04 22:14:36,1,503
id1026031,1,2016-04-23 19:35:14,1,470
id1791949,2,2016-03-10 21:32:45,6,362
id1887563,1,2016-02-17 19:02:57,1,1317
id1741775,2,2016-05-21 11:13:16,2,532
id0951034,1,2016-04-11 20:50:13,2,814
id0993219,1,2016-06-24 13:04:13,1,1372
id0886907,2,2016-05-06 16:35:10,2,633
id3392686,1,2016-03-23 11:47:56,1,502
id1431796,1,2016-01-05 17:04:47,1,613
id1479656,2,2016-03-06 12:21:26,2,487
id3518237,2,2016-03-01 20:58:59,2,1336
id1426966,2,2016-04-05 12:51:21,1,374
id1244577,1,2016-06-27 07:20:22,1,679
id0861160,1,2016-03-07 15:44:37,1,931
id1183005,2,2016-01-27 18:26:11,6,462
id3970615,2,2016-06-01 22:50:21,6,821
id1999364,2,2016-02-01 16:37:16,6,212
id0431908,1,2016-01-26 22:53:52,1,740
id1359196,1,2016-05-26 06:13:38,1,853
id2813543,1,2016-05-19 16:50:46,1,4381
id1388884,1,2016-06-11 03:40:18,1,275
id1374649,1,2016-01-20 08:50:23,1,193
id0079802,2,2016-04-25 09:24:07,1,731
id3167927,1,2016-02-08 21:23:07,1,482
id1921372,2,2016-03-15 16:22:00,1,444
id0922591,1,2016-01-22 16:57:08,1,481
id1917017,2,2016-04-19 18:51:54,2,1939
id2110824,2,2016-04-19 00:16:00,1,462
id3825461,2,2016-05-21 02:42:48,2,929
id2624469,2,2016-02-05 09:36:46,1,1175
id3811666,2,2016-02-03 00:10:37,5,1332
id1245470,1,2016-01-10 14:24:05,1,1054
id1861793,2,2016-05-10 10:42:48,1,754
id3107099,2,2016-06-03 05:38:55,1,1604
id2203349,2,2016-06-04 08:40:55,5,4124
id0146934,2,2016-02-16 10:38:35,1,448
id3827776,1,2016-06-03 19:00:34,1,1331
id1168506,1,2016-02-05 04:05:37,1,286
id3817439,2,2016-06-11 09:45:56,1,320
id2912535,2,2016-01-21 23:08:56,5,375
id2133096,1,2016-06-30 09:28:24,1,436
id2515856,1,2016-01-28 22:23:23,1,1191
id3598777,2,2016-03-21 18:44:52,1,462
id2763303,1,2016-05-07 20:55:43,4,330
id0470696,1,2016-05-25 06:52:44,1,397
id2398409,1,2016-02-08 11:50:42,1,514
id1931996,2,2016-03-01 13:34:05,1,415
id0269750,2,2016-04-26 13:01:25,1,833
id3537253,1,2016-04-04 09:44:28,1,848
id3158420,2,2016-02-10 08:02:46,4,236
id1086627,2,2016-05-07 01:13:36,1,377
id3756857,2,2016-06-07 23:48:23,1,372
id0449966,1,2016-06-03 22:04:02,1,1703
id1757230,1,2016-04-26 16:06:16,1,445
id1168470,1,2016-03-28 21:58:45,1,840
id0076913,1,2016-05-14 01:06:38,1,828
id2706457,1,2016-02-19 18:29:23,2,540
id2941665,1,2016-06-17 14:37:00,1,695
id0044178,2,2016-06-18 19:11:53,2,961
id0542935,1,2016-03-15 09:21:35,1,616
id1388783,2,2016-05-19 08:19:52,1,812
id3874448,1,2016-03-20 00:15:23,1,522
id1755476,1,2016-05-07 17:27:05,1,498
id0546120,2,2016-04-19 19:49:59,1,1061
id0986908,2,2016-06-26 11:09:37,5,309
id0464065,1,2016-03-28 14:45:47,3,790
id3263691,1,2016-04-08 12:50:58,1,1895
id0232605,2,2016-06-21 11:48:55,3,479
id2622939,1,2016-04-07 21:08:30,1,1355
id0880269,2,2016-06-30 17:53:14,1,453
id1155236,1,2016-03-01 07:56:13,2,701
id1700152,1,2016-06-13 16:54:05,1,312
id0708901,1,2016-04-17 20:46:58,1,420
id1504750,2,2016-03-09 14:05:23,1,2816
id1623364,2,2016-03-24 15:49:22,1,984
id2361846,2,2016-01-06 21:20:22,2,571
id3556322,2,2016-05-25 20:16:04,1,132
id1818260,1,2016-03-07 11:56:37,1,1287
id3259640,1,2016-02-07 18:35:15,2,373
id3756095,2,2016-03-19 18:04:29,1,368
id0310430,2,2016-03-20 01:19:12,1,323
id1733847,2,2016-03-04 17:42:44,1,963
id2254534,2,2016-03-09 17:14:30,1,1054
id2506256,1,2016-06-10 04:16:43,1,200
id1320174,2,2016-03-24 11:23:16,1,776
id2486150,2,2016-02-03 21:43:44,1,1365
id1236985,2,2016-05-21 02:39:57,1,342
id3400396,2,2016-02-02 02:58:10,1,1930
id2172882,2,2016-06-24 19:12:52,1,374
id0917857,1,2016-03-15 15:00:59,1,814
id2554502,1,2016-01-05 15:25:38,1,503
id2776330,1,2016-04-29 22:03:02,1,453
id1329045,1,2016-03-25 16:33:06,1,865
id1773063,2,2016-04-16 15:57:29,1,2106
id3122417,2,2016-05-02 12:45:56,6,1302
id3209131,1,2016-01-05 13:07:37,1,1184
id0740938,2,2016-05-12 08:37:42,1,670
id0016453,2,2016-05-25 07:19:42,1,1047
id3376216,2,2016-03-24 14:04:29,1,834
id1928562,2,2016-02-18 20:36:12,1,1421
id2230728,1,2016-05-13 07:24:40,1,456
id1894502,1,2016-03-17 20:25:19,2,368
id1262063,1,2016-05-23 20:37:52,2,1115
id3393160,2,2016-05-25 02:42:34,4,1723
id3451128,2,2016-04-11 17:01:05,1,199
id3563311,1,2016-02-11 10:40:03,1,326
id2191911,1,2016-04-20 08:21:59,1,381
id1713151,2,2016-04-02 01:51:05,5,929
id2137569,2,2016-06-19 18:29:50,1,2070
id0889386,1,2016-06-21 01:44:54,4,1327
id3737950,1,2016-03-27 20:46:18,1,969
id3058438,1,2016-03-01 09:00:03,1,1367
id2420236,2,2016-04-25 15:08:08,6,423
id2108255,2,2016-06-19 01:33:22,2,363
id3876125,1,2016-04-29 16:15:43,1,366
id2226528,2,2016-05-24 23:27:40,5,1333
id1507582,2,2016-06-15 11:48:34,5,1326
id1044169,1,2016-05-04 11:10:24,1,594
id2420569,1,2016-05-28 01:23:42,1,463
id1617103,2,2016-05-26 11:37:08,5,689
id1143899,2,2016-02-12 22:45:19,1,936
id3269369,1,2016-04-27 18:47:45,4,1042
id3934544,1,2016-04-03 18:27:49,1,313
id1037360,1,2016-06-14 09:03:29,1,749
id0803037,1,2016-03-23 11:57:59,1,646
id0846537,1,2016-04-16 10:23:21,1,270
id0490445,2,2016-01-22 12:14:33,5,2884
id3518694,2,2016-02-08 09:38:09,5,337
id3946702,1,2016-02-26 07:22:50,2,1470
id0787104,1,2016-03-14 20:50:39,1,324
id2950989,2,2016-06-25 10:48:48,1,1192
id0092019,2,2016-01-02 13:51:00,1,452
id0025237,1,2016-01-20 22:08:47,1,1526
id2475805,1,2016-04-27 22:58:51,1,1009
id3281184,2,2016-04-03 16:59:32,1,346
id1918233,2,2016-03-06 01:30:26,6,747
id3774564,2,2016-05-16 18:17:57,2,1518
id0724452,1,2016-05-10 02:30:46,1,1971
id1053101,2,2016-03-05 12:12:01,1,351
id2754389,2,2016-02-06 14:23:49,5,256
id3312425,1,2016-05-04 19:59:14,1,676
id2965414,1,2016-03-21 22:59:02,1,397
id0406791,2,2016-06-20 15:12:29,2,565
id1592061,2,2016-06-17 14:58:10,1,551
id0385978,2,2016-05-28 02:43:34,1,513
id1747708,1,2016-01-31 09:41:47,1,1238
id3793238,2,2016-01-05 21:58:09,1,529
id3925391,1,2016-04-20 17:55:18,2,2142
id1214377,2,2016-05-05 08:52:48,1,153
id3289602,2,2016-04-07 14:50:46,1,578
id0017149,1,2016-06-24 06:11:15,1,181
id3044861,1,2016-06-23 13:05:49,1,984
id2886093,2,2016-06-24 17:46:30,4,860
id3510020,1,2016-02-02 17:01:36,1,678
id2198800,1,2016-06-29 10:23:57,1,334
id0192921,1,2016-01-30 17:50:46,1,727
id2292132,2,2016-06-11 00:46:53,1,348
id1395732,1,2016-01-14 22:02:19,1,816
id0634403,2,2016-06-01 21:36:40,6,951
id1434100,1,2016-02-08 09:28:43,1,718
id2553486,1,2016-01-15 18:29:15,1,762
id3803272,2,2016-01-16 21:24:48,1,271
id1337558,1,2016-01-12 11:41:41,1,650
id2044209,1,2016-03-18 20:39:52,1,1132
id3641264,2,2016-02-27 11:10:43,3,315
id2952065,1,2016-02-02 00:26:51,1,515
id0046983,1,2016-01-02 20:07:39,1,713
id1564016,2,2016-01-11 17:53:59,1,415
id3577282,1,2016-01-11 17:31:51,1,136
id2602057,1,2016-04-06 16:34:23,1,82
id3785821,2,2016-05-27 18:40:30,2,539
id1229643,2,2016-01-31 00:14:32,1,2058
id2113338,2,2016-01-13 17:01:42,1,960
id3760660,2,2016-03-08 08:18:07,1,1326
id0756785,1,2016-02-24 21:28:17,1,258
id2453900,2,2016-01-11 08:47:02,6,193
id1285452,2,2016-05-12 19:13:57,3,1143
id1161157,1,2016-06-06 16:54:59,1,753
id3647093,2,2016-05-20 20:21:08,2,315
id3566962,2,2016-06-15 09:47:06,1,438
id1831291,2,2016-01-11 08:35:47,1,1061
id2891076,2,2016-02-23 20:23:53,2,1205
id0182404,2,2016-06-03 14:18:14,1,739
id2616197,1,2016-03-08 14:06:30,3,400
id3201914,2,2016-03-09 23:49:22,1,282
id0821055,2,2016-03-11 13:44:17,1,137
id2043905,1,2016-06-30 22:49:13,1,1341
id3079345,2,2016-04-05 17:06:15,1,1569
id1078126,2,2016-04-12 21:04:30,1,307
id2776717,2,2016-05-14 14:04:04,1,1382
id2620612,2,2016-06-11 04:22:43,1,125
id3696260,1,2016-05-17 19:09:37,1,702
id3423299,2,2016-02-18 21:22:25,5,448
id2794960,2,2016-03-25 00:44:59,1,569
id2946417,1,2016-04-24 18:20:42,1,1609
id1125612,2,2016-02-19 15:43:03,1,460
id2509021,1,2016-03-20 16:10:19,2,207
id2124850,2,2016-04-01 00:34:20,6,1538
id3913164,1,2016-01-17 16:36:21,1,1943
id1187839,2,2016-03-18 18:01:03,1,551
id1453423,1,2016-04-29 14:10:56,1,2448
id0039224,1,2016-05-01 20:50:36,1,607
id3009480,2,2016-01-30 17:01:46,1,527
id3921247,2,2016-02-16 06:24:23,2,2697
id2963539,2,2016-01-14 20:52:54,6,1015
id0844571,1,2016-06-22 09:11:42,1,1262
id1203995,2,2016-05-23 22:14:00,1,1261
id0132096,1,2016-03-11 17:57:39,1,1163
id1381024,2,2016-02-06 15:19:06,1,1327
id1302394,2,2016-02-21 15:54:18,5,1034
id2664454,1,2016-03-24 01:12:49,1,997
id0643149,2,2016-02-07 11:09:25,2,304
id3333388,1,2016-01-14 23:54:37,1,1335
id3299338,1,2016-06-20 13:17:17,1,393
id1272413,2,2016-06-07 14:30:54,5,704
id3225928,2,2016-01-18 21:02:06,1,157
id2909012,1,2016-04-26 09:36:46,1,2227
id1267538,1,2016-04-12 12:17:20,1,76
id2696537,2,2016-05-12 17:39:59,1,1158
id3169178,2,2016-02-04 18:54:02,6,667
id2178731,2,2016-02-29 13:45:39,6,708
id1962504,1,2016-03-06 00:45:46,2,964
id0597851,2,2016-05-06 23:26:57,1,819
id3454745,2,2016-03-04 19:40:46,2,359
id2253467,2,2016-06-25 19:01:29,2,1620
id1060952,2,2016-06-10 08:02:11,1,520
id3999862,2,2016-02-06 19:16:35,1,286
id0109433,1,2016-05-12 20:45:47,1,1054
id0299599,1,2016-04-09 16:16:28,1,557
id0812393,2,2016-03-14 19:39:19,1,731
id2696348,2,2016-05-02 08:53:26,2,1160
id3021373,2,2016-06-23 11:27:15,1,1488
id3393692,2,2016-05-20 19:35:12,5,99
id0923532,1,2016-04-16 03:48:12,1,720
id0623849,1,2016-06-07 10:26:58,1,554
id0542548,1,2016-03-24 14:08:45,1,1128
id1797136,2,2016-03-06 11:55:07,1,646
id2391462,2,2016-04-01 23:54:49,1,908
id2723657,1,2016-02-22 21:40:48,2,297
id0332587,1,2016-05-07 17:13:22,1,615
id2182035,1,2016-05-23 20:03:26,1,370
id3953799,1,2016-05-17 21:03:15,1,620
id0484371,2,2016-02-13 21:09:46,2,242
id3984094,2,2016-01-05 18:27:45,5,323
id1650318,1,2016-02-06 00:26:46,1,6
id2469263,1,2016-06-27 15:02:18,1,606
id0050830,2,2016-06-11 10:05:57,1,550
id0040360,2,2016-05-23 17:30:03,2,882
id2285072,2,2016-01-02 05:40:23,2,230
id2019164,2,2016-04-24 16:03:12,1,2092
id1345650,1,2016-03-07 18:21:44,1,481
id2848341,2,2016-05-08 13:10:41,1,428
id1908867,2,2016-05-18 21:14:41,1,1203
id3028326,2,2016-04-17 05:37:53,1,1422
id1674538,2,2016-01-09 21:36:36,1,86212
id3440232,2,2016-04-16 10:47:14,1,744
id0778025,2,2016-05-15 02:28:28,1,686
id0104571,1,2016-02-17 20:41:16,1,569
id0232395,1,2016-06-08 05:20:32,1,382
id0092210,1,2016-06-07 19:35:12,1,439
id2283947,2,2016-01-28 12:15:45,5,834
id3563356,1,2016-02-02 09:45:49,1,17
id1869385,1,2016-03-28 23:32:03,1,420
id2052721,2,2016-02-06 03:31:33,2,588
id0292701,1,2016-05-31 21:25:11,1,482
id3811990,1,2016-04-01 00:16:11,1,472
id2611552,2,2016-01-27 09:14:26,4,1520
id0763443,2,2016-06-18 13:10:07,1,749
id1711857,2,2016-02-23 23:33:36,3,840
id3745955,1,2016-05-14 17:35:24,3,453
id0700231,2,2016-03-19 01:05:03,1,774
id0738876,2,2016-01-07 23:03:11,2,613
id0809356,1,2016-03-04 14:18:10,1,727
id3569968,1,2016-01-04 11:51:29,1,706
id0793848,2,2016-01-22 09:46:49,1,2352
id3346453,2,2016-05-30 23:38:02,4,2478
id2582218,2,2016-03-14 22:17:09,1,363
id3981711,2,2016-03-05 00:03:49,6,2250
id1943113,1,2016-02-09 00:31:59,1,243
id0800357,2,2016-05-15 12:07:58,1,475
id3905761,1,2016-02-02 10:29:08,1,2183
id2275551,1,2016-04-21 08:31:20,1,1393
id0696250,2,2016-04-25 23:21:08,1,557
id1249869,2,2016-02-10 12:24:25,2,974
id1754341,1,2016-03-31 01:02:17,2,337
id2781908,1,2016-03-03 17:02:31,1,680
id3415335,2,2016-05-22 22:04:51,1,409
id1107643,2,2016-03-08 08:08:04,1,1109
id2823061,1,2016-01-02 20:54:18,2,497
id3143163,1,2016-02-07 02:49:14,1,494
id1781857,2,2016-05-18 06:51:17,1,459
id3532458,2,2016-06-02 18:52:41,1,459
id1508207,2,2016-06-09 09:00:16,1,436
id0434929,2,2016-03-12 17:49:51,1,968
id1609140,1,2016-04-06 12:53:00,1,855
id1025181,2,2016-01-17 10:51:45,6,159
id3240968,1,2016-02-04 18:18:45,1,769
id1466324,2,2016-02-02 21:55:57,1,971
id2522595,2,2016-03-09 14:50:35,3,2548
id2367600,1,2016-04-13 20:18:58,1,546
id3903562,2,2016-01-07 00:31:56,4,598
id2638268,1,2016-04-23 15:18:25,1,1009
id1460571,1,2016-03-22 22:30:39,1,696
id2943547,1,2016-04-09 00:12:21,1,601
id3623425,2,2016-05-19 15:14:07,1,615
id0953744,2,2016-06-21 07:55:28,1,1210
id2431080,1,2016-03-31 00:19:54,1,1524
id2995209,1,2016-06-02 22:40:41,1,589
id2381870,2,2016-04-02 01:53:49,2,535
id1003523,2,2016-05-31 17:32:19,1,375
id2086773,2,2016-02-11 19:51:24,3,566
id1452964,2,2016-01-07 11:05:03,6,490
id2729195,2,2016-03-05 09:10:02,5,200
id2838580,1,2016-05-19 21:22:07,1,479
id3250314,1,2016-01-31 22:29:53,1,179
id2320126,2,2016-03-18 00:02:19,1,2216
id1300443,1,2016-04-09 10:29:05,1,614
id3014537,2,2016-02-03 19:06:51,2,1229
id0151359,2,2016-02-12 19:57:06,3,591
id1128511,2,2016-06-06 21:28:17,3,272
id3653282,2,2016-06-15 10:58:22,5,813
id1397939,2,2016-05-19 23:09:34,1,2114
id2472390,1,2016-05-12 10:51:37,1,827
id1343752,1,2016-03-26 01:35:08,1,536
id3120021,1,2016-04-15 10:48:48,1,1013
id0150627,2,2016-05-11 21:55:04,1,731
id0787402,1,2016-01-01 20:40:11,3,950
id0573251,2,2016-03-06 04:18:56,2,1532
id2853017,1,2016-06-18 18:43:33,1,869
id0751600,2,2016-01-20 22:50:30,1,528
id3896087,2,2016-01-06 08:04:02,1,7
id2290368,1,2016-06-25 21:56:36,3,877
id2580223,1,2016-04-20 08:28:21,1,337
id0405124,1,2016-05-31 17:46:12,2,1716
id2717315,1,2016-02-21 17:21:00,2,2396
id3096631,1,2016-03-06 18:54:08,1,1120
id3991635,2,2016-04-08 22:22:55,1,496
id1760579,1,2016-03-21 21:31:19,1,317
id3818699,2,2016-03-04 15:37:34,1,329
id2903692,2,2016-03-24 20:11:14,1,895
id3284858,2,2016-02-22 06:17:29,1,470
id1935662,2,2016-03-19 12:56:08,1,692
id1709698,2,2016-05-18 06:29:52,1,464
id0931048,1,2016-02-26 17:33:54,1,814
id2640383,1,2016-05-28 13:36:43,1,635
id2145335,1,2016-03-15 06:20:05,1,155
id1684994,2,2016-03-15 14:34:08,3,1872
id2988558,2,2016-06-09 08:23:18,5,1276
id1587152,1,2016-05-06 18:49:59,1,320
id3844131,1,2016-01-20 09:48:55,1,581
id3479109,1,2016-01-06 13:55:53,1,1554
id3053125,1,2016-06-06 19:16:54,1,411
id1635102,2,2016-03-24 21:13:06,1,892
id0391149,2,2016-03-04 06:12:19,6,209
id3280800,1,2016-03-27 23:19:19,1,569
id2679111,2,2016-01-28 11:12:19,1,1019
id1085349,1,2016-05-24 17:39:52,1,932
id3759690,2,2016-04-19 21:29:54,6,901
id2141632,2,2016-03-24 06:42:27,1,685
id0199086,2,2016-03-06 19:03:10,1,411
id1186377,2,2016-05-20 16:12:03,4,931
id1532584,1,2016-03-16 11:03:03,1,626
id0911287,2,2016-01-14 23:10:41,1,1129
id3560421,2,2016-04-27 15:20:28,1,138
id0731985,2,2016-04-20 15:26:23,5,3356
id3083519,1,2016-03-16 23:54:35,1,1431
id3689456,2,2016-06-21 08:42:41,2,899
id2397360,2,2016-01-11 08:59:45,1,205
id2820539,1,2016-01-10 07:03:57,1,97
id3554013,1,2016-03-01 14:42:23,1,387
id3776251,2,2016-05-24 10:50:50,1,258
id0503805,1,2016-06-15 08:48:16,1,372
id3825817,2,2016-01-10 03:47:37,2,1041
id0628446,2,2016-01-06 12:11:24,1,452
id0290139,2,2016-05-16 10:49:32,2,1342
id2103729,2,2016-04-01 19:34:34,5,2643
id0423464,1,2016-06-13 15:05:41,2,694
id1098839,1,2016-01-04 09:36:29,1,1010
id1517232,1,2016-02-25 20:59:36,1,385
id1811819,2,2016-01-11 03:51:19,1,276
id1313067,2,2016-04-06 09:12:06,5,703
id3030920,1,2016-03-14 17:01:36,1,865
id3809244,2,2016-05-12 00:55:20,1,562
id0925936,1,2016-02-24 10:11:36,2,1493
id3572193,1,2016-02-22 17:41:10,1,637
id0391229,2,2016-02-29 23:43:53,1,833
id2895767,1,2016-03-27 02:53:20,1,756
id3898901,2,2016-03-24 19:54:48,1,762
id0901477,2,2016-01-21 21:37:19,1,745
id2509251,2,2016-02-01 23:34:54,6,1917
id3713525,1,2016-04-08 19:52:46,1,998
id0526967,2,2016-03-28 07:03:42,5,389
id2200729,1,2016-02-05 20:57:51,1,1226
id2696896,2,2016-02-16 18:36:41,5,648
id0004358,1,2016-05-27 17:01:22,1,1285
id3174842,1,2016-05-22 09:42:48,1,693
id0365346,2,2016-01-08 19:38:21,1,762
id3757241,2,2016-01-08 19:48:45,1,542
id1808587,2,2016-01-18 22:56:00,1,875
id2343962,2,2016-05-08 17:30:22,1,305
id2862464,2,2016-02-15 00:36:25,1,376
