trip_id,route_type
id3438784,междугородний
id1616733,пригородный
id2643365,городской
id0357587,пригородный
id1420383,аэропорт
id0582340,пригородный
id0631973,аэропорт
id2837408,пригородный
id2336895,аэропорт
id1454783,аэропорт
id2251892,междугородний
id3826503,городской
id0446875,аэропорт
id2941665,междугородний
id0268249,междугородний
id0250421,междугородний
id3795248,междугородний
id2536445,городской
id0678787,пригородный
id2623071,аэропорт
id0048752,междугородний
id3155924,пригородный
id1174051,пригородный
id0527310,междугородний
id0600503,пригородный
id3556322,аэропорт
id0228688,пригородный
id0729010,междугородний
id2909742,пригородный
id0530631,городской
id0739537,аэропорт
id3540016,городской
id2508124,аэропорт
id1387759,пригородный
id3116535,междугородний
id1314833,аэропорт
id2964192,пригородный
id2809734,пригородный
id1181694,пригородный
id0345124,аэропорт
id1010383,городской
id0095131,городской
id1461941,городской
id0496893,городской
id2615388,городской
id1724001,аэропорт
id2547988,пригородный
id0481060,городской
id2502284,городской
id1359140,аэропорт
id1082216,междугородний
id0398450,городской
id1047049,городской
id3513143,городской
id3693272,пригородный
id1135039,пригородный
id1139606,пригородный
id2043760,пригородный
id3048813,городской
id3860438,городской
id1897855,пригородный
id1836384,аэропорт
id3173520,междугородний
id0400527,междугородний
id1947672,аэропорт
id1045633,городской
id0035159,аэропорт
id2206308,городской
id1946595,городской
id3037474,городской
id2853508,пригородный
id0652805,пригородный
id3535456,междугородний
id1832850,междугородний
id3450515,аэропорт
id3330533,междугородний
id0898825,междугородний
id1608047,городской
id1905312,пригородный
id1972229,пригородный
id2214017,аэропорт
id3775289,аэропорт
id2715880,пригородный
id1219108,пригородный
id1439540,пригородный
id3315635,пригородный
id0888636,междугородний
id3046050,аэропорт
id1010659,междугородний
id1226763,городской
id2376825,междугородний
id2140301,аэропорт
id2636101,аэропорт
id3009216,аэропорт
id1271476,городской
id2182866,городской
id1277986,междугородний
id0294263,аэропорт
id2214647,междугородний
id3019763,аэропорт
id3706992,городской
id1758373,аэропорт
id1181160,пригородный
id1974161,городской
id3097254,городской
id0059960,городской
id3582434,междугородний
id3495339,аэропорт
id0537654,городской
id3796254,городской
id2935544,пригородный
id0345715,аэропорт
id2368817,междугородний
id3660685,пригородный
id0580519,пригородный
id3406657,пригородный
id1053287,городской
id0527381,аэропорт
id1030009,междугородний
id3712690,междугородний
id2757109,междугородний
id1424958,пригородный
id3452256,аэропорт
id1487738,междугородний
id0890364,пригородный
id1812473,пригородный
id1075355,пригородный
id1513074,городской
id3096631,аэропорт
id3655145,аэропорт
id1606225,аэропорт
id1326218,аэропорт
id0001105,аэропорт
id2234494,междугородний
id3688760,аэропорт
id3136639,пригородный
id2566655,междугородний
id2766727,междугородний
id2172554,пригородный
id2718196,городской
id3152415,междугородний
id2959534,аэропорт
id2368667,городской
id1132267,междугородний
id3156939,городской
id0916120,аэропорт
id1021879,городской
id1928425,аэропорт
id3349023,междугородний
id0785585,междугородний
id0160925,аэропорт
id3564347,городской
id1165384,пригородный
id2781880,междугородний
id3152846,пригородный
id3773740,аэропорт
id1081563,пригородный
id3368923,аэропорт
id3366342,городской
id1379549,городской
id0583230,городской
id2215283,городской
id3757029,городской
id1650318,пригородный
id3798521,городской
id3710203,аэропорт
id3822390,пригородный
id2635757,городской
id3301973,междугородний
id2977087,городской
id2609421,городской
id0134646,междугородний
id1627048,городской
id2729350,пригородный
id2118570,междугородний
id2648386,междугородний
id3846836,городской
id3096412,пригородный
id2625914,городской
id1865109,пригородный
id2642108,междугородний
id1852851,аэропорт
id2906777,пригородный
id3950153,городской
id2137001,пригородный
id0872836,междугородний
id0637103,аэропорт
id1093390,междугородний
id0554123,аэропорт
id0511065,междугородний
id3165155,аэропорт
id2732626,аэропорт
id3849146,пригородный
id0987818,пригородный
id3082998,аэропорт
id2132929,городской
id2102114,пригородный
id2032314,аэропорт
id0116529,междугородний
id3398682,городской
id3109550,междугородний
id3429128,городской
id3018864,городской
id0252211,междугородний
id2462280,пригородный
id0708836,городской
id1528516,городской
id0471986,междугородний
id2299931,пригородный
id1183447,пригородный
id0673976,аэропорт
id2944402,пригородный
id1823364,городской
id0770612,междугородний
id2556657,городской
id1680268,городской
id1652295,аэропорт
id2335858,пригородный
id1484798,междугородний
id1489493,аэропорт
id2499261,городской
id1103617,городской
id2473838,междугородний
id1240599,аэропорт
id2114232,междугородний
id0383741,городской
id3142405,пригородный
id1790205,городской
id0919315,пригородный
id3797027,аэропорт
id1342316,аэропорт
id1936916,городской
id0771472,городской
id3374796,пригородный
id0706811,пригородный
id0400150,аэропорт
id0227072,городской
id3442971,пригородный
id0403419,пригородный
id0122632,пригородный
id1801183,городской
id3709103,городской
id1583718,междугородний
id2490095,междугородний
id3297438,междугородний
id1063880,междугородний
id2201515,аэропорт
id2071906,городской
id0001948,пригородный
id3608243,аэропорт
id2761542,городской
id3831496,пригородный
id2729607,пригородный
id3946580,междугородний
id2063165,пригородный
id2261454,аэропорт
id1889398,аэропорт
id1301422,аэропорт
id0990940,пригородный
id3546270,пригородный
id1969892,городской
id1006338,междугородний
id0335303,аэропорт
id1242925,пригородный
id0357740,междугородний
id3787639,городской
id2584396,городской
id0470805,пригородный
id0215632,пригородный
id0087927,городской
id2432123,аэропорт
id2990322,аэропорт
id2558004,городской
id0140033,городской
id0885371,аэропорт
id1147640,пригородный
id3495895,городской
id3321508,городской
id2175383,междугородний
id1065270,пригородный
id3778005,городской
id3092099,междугородний
id1882583,аэропорт
id3643866,пригородный
id2844006,городской
id0816743,пригородный
id0156911,междугородний
id0152318,аэропорт
id0770870,междугородний
id0497915,аэропорт
id0465316,аэропорт
id1893402,междугородний
id1460108,пригородный
id1463214,городской
id0289595,аэропорт
id0995216,городской
id0752440,пригородный
id0101947,аэропорт
id3874005,городской
id2281450,аэропорт
id2063024,пригородный
id0940101,городской
id2777245,пригородный
id2117200,аэропорт
id3357054,городской
id2256544,пригородный
id2087374,аэропорт
id2005388,городской
id1734897,аэропорт
id3951062,пригородный
id3944731,городской
id3302717,междугородний
id2730011,городской
id2649798,городской
id3579298,междугородний
id0000395,междугородний
id3920789,аэропорт
id2591873,междугородний
id1780223,аэропорт
id0153064,междугородний
id1165783,городской
id0234974,междугородний
id2093324,междугородний
id2996083,аэропорт
id1943355,аэропорт
id3162617,пригородный
id0626547,междугородний
id3798825,пригородный
id1369945,пригородный
id2609266,пригородный
id1883877,пригородный
id0272339,пригородный
id2891282,междугородний
id2185588,аэропорт
id1447095,пригородный
id0289598,городской
id2720760,аэропорт
id1452877,междугородний
id0580716,междугородний
id3806603,аэропорт
id0361489,городской
id0049569,междугородний
id2259838,городской
id0440245,междугородний
id2363207,городской
id1023041,междугородний
id2974509,городской
id1964455,аэропорт
id1375227,междугородний
id3909370,пригородный
id0289745,междугородний
id0842454,междугородний
id3987239,междугородний
id2642506,аэропорт
id2388131,пригородный
id2933980,городской
id0542127,аэропорт
id0736384,городской
id2802214,пригородный
id0562081,пригородный
id2586412,городской
id0979973,аэропорт
id1517665,пригородный
id2499833,междугородний
id2404089,междугородний
id1349305,междугородний
id1479018,аэропорт
id0994199,городской
id3554824,междугородний
id1015623,междугородний
id0300522,междугородний
id2079330,пригородный
id1250786,городской
id0610875,аэропорт
id1793694,городской
id1885820,пригородный
id2827559,междугородний
id0857871,городской
id1602514,междугородний
id2645308,городской
id1838734,междугородний
id0021168,аэропорт
id0226988,городской
id2384247,междугородний
id1754670,пригородный
id3331635,аэропорт
id0964727,городской
id2345809,городской
id2343455,пригородный
id3296919,городской
id1133789,пригородный
id1816176,пригородный
id3667390,городской
id1159724,городской
id0525751,междугородний
id3126995,пригородный
id1503177,пригородный
id1333554,междугородний
id2967162,аэропорт
id3743483,пригородный
id0191821,аэропорт
id0230367,городской
id1001475,аэропорт
id2096224,междугородний
id3495813,междугородний
id0831639,пригородный
id3128076,городской
id0702552,пригородный
id2637485,городской
id1389157,аэропорт
id2943583,аэропорт
id0654791,пригородный
id0418214,пригородный
id0206229,аэропорт
id3008103,городской
id2426854,пригородный
id0143436,междугородний
id1313899,городской
id1468551,междугородний
id3767440,городской
id2384555,городской
id0271282,городской
id2189600,городской
id3494996,аэропорт
id0370721,пригородный
id1534019,пригородный
id3502891,пригородный
id0218312,междугородний
id0476374,междугородний
id2763483,городской
id2231001,междугородний
id3968181,междугородний
id3511818,пригородный
id2194561,пригородный
id3225355,пригородный
id0449493,аэропорт
id3939768,междугородний
id2318050,пригородный
id1538747,аэропорт
id1627300,аэропорт
id3203562,городской
id1672299,городской
id0404241,междугородний
id2384965,городской
id0415793,междугородний
id0676321,аэропорт
id2031481,междугородний
id2443427,аэропорт
id3083162,городской
id2478468,городской
id3157469,междугородний
id0401943,городской
id0855898,аэропорт
id1105696,междугородний
id3029433,пригородный
id3137189,междугородний
id2925732,междугородний
id1329537,междугородний
id2742110,пригородный
id3241771,городской
id2342002,городской
id1781298,аэропорт
id1804986,аэропорт
id3750154,аэропорт
id1129725,пригородный
id3159725,аэропорт
id3710028,междугородний
id3296386,пригородный
id1761192,пригородный
id3802424,междугородний
id0803338,аэропорт
id2385556,аэропорт
id0005890,пригородный
id0097675,междугородний
id1118829,городской
id2478978,пригородный
id1036043,аэропорт
id2924036,городской
id3546997,аэропорт
id3987685,междугородний
id3279770,аэропорт
id1944080,аэропорт
id0321335,аэропорт
id2377809,аэропорт
id2008235,аэропорт
id2326119,аэропорт
id0924190,аэропорт
id2033920,пригородный
id1808049,городской
id1400933,аэропорт
id1061938,городской
id0214913,пригородный
id1239023,аэропорт
id0838703,пригородный
id2705315,аэропорт
id0309802,аэропорт
id0974754,аэропорт
id3041621,пригородный
id1236990,пригородный
id1721099,аэропорт
id1584838,аэропорт
id1882758,городской
id0946056,городской
id0133531,пригородный
id0794988,пригородный
id2684063,пригородный
id0480417,междугородний
id3916242,пригородный
id2514094,городской
id0168372,междугородний
id1198776,аэропорт
id0459501,междугородний
id3193009,пригородный
id2564762,пригородный
id0411123,пригородный
id1875759,аэропорт
id3464135,аэропорт
id2026509,аэропорт
id3224818,городской
id1712178,пригородный
id2987005,пригородный
id0079549,городской
id2117398,аэропорт
id1087889,аэропорт
id0148017,аэропорт
id2231557,пригородный
id3275878,городской
id3163316,аэропорт
id1787258,аэропорт
id1879290,аэропорт
id1093946,междугородний
id1581939,городской
id0877849,междугородний
id2764882,пригородный
id1530684,городской
id2567717,городской
id0418803,пригородный
id0099882,аэропорт
id0702593,междугородний
id3688736,аэропорт
id3267003,пригородный
id2121838,пригородный
id1024701,аэропорт
id0941898,аэропорт
id0911310,городской
id0186702,аэропорт
id1376074,аэропорт
id2835123,аэропорт
id0775387,аэропорт
id2313528,аэропорт
id1529572,междугородний
id3160337,городской
id1403665,междугородний
id1850124,междугородний
id3554275,аэропорт
id3886036,городской
id2193360,междугородний
id1381759,аэропорт
id3161706,городской
id0972304,городской
id3931719,городской
id0883699,городской
id3088858,городской
id2037371,междугородний
id2069469,междугородний
id2494713,аэропорт
id1500606,городской
id0770338,междугородний
id0935077,пригородный
id3335015,пригородный
id0114098,междугородний
id3415526,пригородный
id3364140,аэропорт
id3913724,аэропорт
id2683265,междугородний
id0059120,аэропорт
id2496396,городской
id2133998,аэропорт
id0667310,междугородний
id0977068,городской
id3488355,междугородний
id0107986,пригородный
id0321872,междугородний
id0894308,городской
id1804166,аэропорт
id2318059,пригородный
id3952569,пригородный
id1334051,пригородный
id1173894,городской
id2018583,междугородний
id1458663,пригородный
id3744923,пригородный
id2253624,междугородний
id2611278,междугородний
id3798265,пригородный
id3342147,междугородний
id0916076,аэропорт
id0011173,аэропорт
id1552195,городской
id2868276,городской
id0955205,пригородный
id2981282,городской
id2685369,пригородный
id2548479,городской
id2562387,пригородный
id2957778,городской
id1854240,пригородный
id2290268,аэропорт
id0131251,аэропорт
id1111843,пригородный
id2295016,пригородный
id2159210,пригородный
id1791653,городской
id1166221,аэропорт
id3255530,пригородный
id1561178,междугородний
id1841689,пригородный
id1984969,междугородний
id1234354,междугородний
id3837589,междугородний
id2469024,междугородний
id1476139,междугородний
id0078554,аэропорт
id2600166,междугородний
id0825112,междугородний
id0395638,междугородний
id1589632,пригородный
id1841606,городской
id2194026,аэропорт
id1933169,аэропорт
id3370691,аэропорт
id1959567,междугородний
id3511119,пригородный
id2043175,городской
id1202002,пригородный
id1781357,аэропорт
id0323042,пригородный
id0923330,пригородный
id2186288,пригородный
id1810155,городской
id3607232,аэропорт
id2230862,аэропорт
id3931465,аэропорт
id1413739,аэропорт
id2286919,междугородний
id1544555,аэропорт
id1666635,междугородний
id3207458,аэропорт
id3501471,междугородний
id0480010,городской
id3751014,междугородний
id1621230,аэропорт
id2621518,аэропорт
id3825500,городской
id3576567,междугородний
id2473821,междугородний
id1172645,междугородний
id3971218,междугородний
id3091559,пригородный
id3800574,междугородний
id2666009,городской
id2770308,городской
id2593829,городской
id2673557,городской
id2951619,пригородный
id3992310,аэропорт
id2371212,аэропорт
id0398266,аэропорт
id2159717,междугородний
id1720615,аэропорт
id1988834,аэропорт
id3779216,междугородний
id3537316,междугородний
id0521268,городской
id2603293,городской
id0870987,городской
id0715333,аэропорт
id3088294,городской
id0147813,пригородный
id2078040,междугородний
id1025048,городской
id0555336,пригородный
id1764981,междугородний
id3500727,пригородный
id0385623,пригородный
id1761194,городской
id3644754,городской
id0734356,аэропорт
id2274101,пригородный
id0999317,аэропорт
id3836738,междугородний
id3395010,городской
id0346724,городской
id3014751,аэропорт
id3955281,аэропорт
id1852032,городской
id0192948,междугородний
id0846081,городской
id1878610,аэропорт
id2265375,аэропорт
id3970009,городской
id3113268,городской
id0420683,междугородний
id0010555,междугородний
id3071278,аэропорт
id2619250,междугородний
id3407833,пригородный
id0441693,пригородный
id2043040,аэропорт
id1560584,аэропорт
id0435227,аэропорт
id2247112,аэропорт
id1279677,аэропорт
id3309237,пригородный
id3260812,пригородный
id0714764,пригородный
id2513748,пригородный
id0180269,пригородный
id1599028,пригородный
id1871249,междугородний
id2408410,городской
id1925672,междугородний
id1978863,междугородний
id3786050,аэропорт
id0133411,городской
id1446735,аэропорт
id0654096,аэропорт
id3228158,городской
id1034039,пригородный
id2635971,междугородний
id1283645,пригородный
id3444641,междугородний
id1540254,аэропорт
id0269538,городской
id1459380,городской
id0773360,пригородный
id0135946,пригородный
id1905583,городской
id2013472,городской
id3304524,междугородний
id1212373,аэропорт
id2910353,городской
id0195413,междугородний
id0098050,аэропорт
id1594300,аэропорт
id2352957,городской
id2198703,пригородный
id2417699,пригородный
id1827390,аэропорт
id1071479,аэропорт
id2379063,пригородный
id1797790,аэропорт
id1465512,аэропорт
id0118648,междугородний
id2928898,аэропорт
id1594505,междугородний
id3216682,междугородний
id2777911,городской
id1481514,междугородний
id3030872,междугородний
id3854367,городской
id0104029,аэропорт
id0913080,пригородный
id2485468,междугородний
id1839749,городской
id1625913,пригородный
id1733445,пригородный
id0741853,аэропорт
id2769598,городской
id1942596,междугородний
id3291863,междугородний
id3729108,аэропорт
id0282627,аэропорт
id2181284,городской
id1690028,аэропорт
id2991765,аэропорт
id3197730,междугородний
id0179261,аэропорт
id3447451,междугородний
id2079925,аэропорт
id0495664,городской
id2801691,аэропорт
id0638362,городской
id2232827,междугородний
id2821887,междугородний
id3529972,пригородный
id1723918,пригородный
id2006600,пригородный
id1731267,междугородний
id3816396,пригородный
id0022557,пригородный
id0323125,городской
id3120490,междугородний
id0473368,городской
id0797648,междугородний
id1696868,междугородний
id3985604,пригородный
id0544903,пригородный
id0294202,городской
id2159602,междугородний
id0958153,городской
id0459524,пригородный
id3874798,аэропорт
id3881012,междугородний
id1383798,городской
id2969385,междугородний
id3824265,аэропорт
id2170422,аэропорт
id1292949,пригородный
id1600367,городской
id3436312,междугородний
id1281835,пригородный
id2692332,пригородный
id0860928,городской
id2786649,междугородний
id2508315,междугородний
id2180637,городской
id3087561,городской
id3367082,междугородний
id3768367,междугородний
id3489023,пригородный
id2078236,междугородний
id2265723,пригородный
id2156867,аэропорт
id0602539,городской
id1257075,междугородний
id1517520,аэропорт
id2761302,аэропорт
id0840414,пригородный
id2043352,городской
id1167724,пригородный
id2941169,городской
id2459222,аэропорт
id3125289,городской
id1627314,аэропорт
id0651001,междугородний
id0972741,междугородний
id3578477,городской
id0850349,аэропорт
id2424464,пригородный
id1521802,городской
id3638918,пригородный
id3064885,пригородный
id3367378,междугородний
id1055184,пригородный
id3730058,городской
id1320174,аэропорт
id2802823,пригородный
id1591639,городской
id0066545,городской
id0359896,аэропорт
id0591273,городской
id3311989,междугородний
id1512174,городской
id3963612,пригородный
id2072676,аэропорт
id0322555,пригородный
id2895805,междугородний
id0554072,аэропорт
id3821521,пригородный
id1179256,пригородный
id0268429,пригородный
id0366534,междугородний
id1667325,пригородный
id0561450,междугородний
id3562082,междугородний
id3450781,аэропорт
id3594304,аэропорт
id1756827,аэропорт
id3446761,городской
id1947040,пригородный
id2595712,пригородный
id2838727,городской
id2074141,пригородный
id1460753,аэропорт
id3871396,аэропорт
id2944057,междугородний
id2754681,пригородный
id2736733,междугородний
id1171827,аэропорт
id3500309,пригородный
id1819947,городской
id3793084,городской
id3402388,городской
id0677414,городской
id1068366,аэропорт
id3980010,аэропорт
id0126149,междугородний
id0444934,аэропорт
id1328179,пригородный
id3865292,пригородный
id1790865,аэропорт
id0766049,аэропорт
id1941624,городской
id2042595,аэропорт
id0323265,городской
id2847303,городской
id2759759,аэропорт
id2704974,пригородный
id2570109,пригородный
id3340207,междугородний
id2537758,пригородный
id2526675,городской
id1377571,городской
id3044837,междугородний
id2807715,аэропорт
id3003529,междугородний
id0378948,городской
id2006954,пригородный
id3477073,аэропорт
id1389313,аэропорт
id1587011,городской
id1821158,городской
id3737385,междугородний
id2940861,междугородний
id1148819,междугородний
id0629304,городской
id0632755,городской
id0386635,междугородний
id1468252,аэропорт
id1086478,аэропорт
id0485093,городской
id1964437,междугородний
id2180150,аэропорт
id3374942,аэропорт
id2299825,аэропорт
id2059452,аэропорт
id3156162,пригородный
id3654810,междугородний
id2069244,аэропорт
id3853975,междугородний
id2491638,городской
id0398489,пригородный
id2467561,пригородный
id2733919,аэропорт
id2562025,междугородний
id0162520,междугородний
id2691246,аэропорт
id1315380,городской
id3014478,городской
id2829702,городской
id0399136,аэропорт
id1772187,городской
id0760208,городской
id3688235,междугородний
id1795585,аэропорт
id1500335,междугородний
id1798322,междугородний
id0973250,междугородний
id1245203,междугородний
id0311382,аэропорт
id0533254,аэропорт
id2456592,аэропорт
id0378443,пригородный
id0247515,пригородный
id1298431,пригородный
id0908269,аэропорт
id2825732,аэропорт
id0525465,пригородный
id0395555,пригородный
id3872049,городской
id0660738,пригородный
id0737734,аэропорт
id3171390,аэропорт
id0177531,городской
id3465041,городской
id1103542,пригородный
id1557949,городской
id1843397,пригородный
id1758227,аэропорт
id0030327,пригородный
id2702304,междугородний
id3556131,междугородний
id0972867,аэропорт
id1044248,аэропорт
id1056848,междугородний
id3295501,пригородный
id2996926,городской
id2828050,междугородний
id2010380,аэропорт
id3304193,городской
id2814248,междугородний
id2639811,городской
id0333479,городской
id0768657,пригородный
id1759787,аэропорт
id1311386,аэропорт
id0108244,пригородный
id2639565,пригородный
id0257756,аэропорт
id3979064,пригородный
id2206306,городской
id3308517,аэропорт
id2927688,городской
id3666962,пригородный
id2394259,пригородный
id3041552,междугородний
id2786366,пригородный
id1664121,аэропорт
id1432720,аэропорт
id2737083,аэропорт
id3917415,междугородний
id1297971,междугородний
id1034865,междугородний
id1343133,пригородный
id2539227,междугородний
id1766851,междугородний
id1787072,городской
id2357284,городской
id3156823,аэропорт
id1787888,пригородный
id1308367,аэропорт
id0460755,городской
id3580751,аэропорт
id1150931,междугородний
id0640167,пригородный
id0851973,пригородный
id0026750,пригородный
id0594828,аэропорт
id0518866,междугородний
id2125567,пригородный
id0356422,пригородный
id1432387,междугородний
id1631549,городской
id3999468,аэропорт
id0352159,городской
id1753726,пригородный
id2010470,пригородный
id2040616,аэропорт
id0245023,пригородный
id1751953,междугородний
id2475254,аэропорт
id3848812,междугородний
id3718647,городской
id2698842,аэропорт
id2331839,городской
id1462946,аэропорт
id3401530,городской
id0269790,городской
id3948850,аэропорт
id0159952,пригородный
id3982812,пригородный
id0898052,пригородный
id1016658,пригородный
id0967543,пригородный
id0697281,междугородний
id2676891,пригородный
id1201347,междугородний
id2683608,пригородный
id3382883,междугородний
id1822292,междугородний
id0859185,междугородний
id1614077,пригородный
id1246065,городской
id3590534,междугородний
id3448532,пригородный
id1202583,междугородний
id2086280,пригородный
id0515330,пригородный
id0646536,пригородный
id2114229,городской
id3631599,аэропорт
id0127029,междугородний
id3881348,пригородный
id3405146,городской
id1195281,междугородний
id2403065,городской
id2037713,городской
id0189054,аэропорт
id3970539,городской
id1283945,аэропорт
id2103113,пригородный
id1275823,междугородний
id2873501,междугородний
id2674694,междугородний
id0867527,междугородний
id2574369,городской
id1488037,междугородний
id0554985,пригородный
id1293802,пригородный
id2504907,междугородний
id2546977,междугородний
id2060252,пригородный
id3192463,пригородный
id1020679,аэропорт
id3665808,пригородный
id3019554,городской
id0643179,аэропорт
id1815498,междугородний
id1029909,междугородний
id2019164,аэропорт
id2888959,междугородний
id2955446,аэропорт
id2222829,междугородний
id1494260,междугородний
id1776216,аэропорт
id1375254,аэропорт
id3614279,городской
id3139085,городской
id0443310,городской
id1189030,аэропорт
id2350898,городской
id1409704,городской
id0345618,междугородний
id3026451,городской
id0340598,пригородный
id0419087,междугородний
id3731898,междугородний
id3468856,городской
id0503277,пригородный
id3784576,междугородний
id0303423,междугородний
id0637998,пригородный
id1282202,городской
id0326009,пригородный
id0684565,междугородний
id2740979,пригородный
id0500661,городской
id2075795,городской
id3774617,пригородный
id2863682,междугородний
id1784794,междугородний
id1536616,аэропорт
id0507181,аэропорт
id0814868,аэропорт
id2715327,междугородний
id3751372,пригородный
id0398753,пригородный
id1481439,аэропорт
id0008872,пригородный
id1788818,междугородний
id0817680,городской
id2379330,пригородный
id0241118,городской
id2190644,аэропорт
id3214653,междугородний
id0450436,междугородний
id0733574,междугородний
id2959258,городской
id1897079,городской
id1261300,городской
id1665732,пригородный
id3846709,пригородный
id1123277,междугородний
id0396917,городской
id2504949,аэропорт
id1851991,междугородний
id3155793,междугородний
id3984403,аэропорт
id2131665,городской
id3839591,городской
id2298270,аэропорт
id1495014,городской
id1212063,аэропорт
id3434343,аэропорт
id2867363,городской
id2095978,междугородний
id2544786,пригородный
id1826432,аэропорт
id3311621,городской
id1063118,городской
id1038588,городской
id3157798,городской
id0997923,междугородний
id2208489,пригородный
id1071646,пригородный
id1088624,пригородный
id0017940,междугородний
id1345810,аэропорт
id0368277,аэропорт
id3085102,пригородный
id3432418,аэропорт
id0159250,междугородний
id0886749,междугородний
id2987163,аэропорт
id0819218,аэропорт
id0740255,пригородный
id2154929,городской
id0173313,аэропорт
id2145238,аэропорт
id2272461,междугородний
id2370911,городской
id1190072,пригородный
id3900889,междугородний
id0734347,междугородний
id1797114,аэропорт
id0198294,городской
id1462735,городской
id3000400,пригородный
id1998947,пригородный
id1836725,пригородный
id0983701,пригородный
id2130715,городской
id0184557,аэропорт
id3240321,городской
id2472107,пригородный
id3722477,пригородный
id2325778,городской
id1623432,междугородний
id1997698,междугородний
id2398351,междугородний
id2435804,аэропорт
id3045972,междугородний
id0215630,пригородный
id3750336,городской
id2544361,городской
id3047765,городской
id3225203,междугородний
id1667601,аэропорт
id2354863,междугородний
id2223869,городской
id2315804,аэропорт
id2394545,аэропорт
id1802579,городской
id0770662,аэропорт
id1397352,пригородный
id2923050,аэропорт
id3531677,городской
id1833781,городской
id2099499,пригородный
id0835908,городской
id2903972,пригородный
id2628872,городской
id2456264,городской
id3593499,аэропорт
id0961120,городской
id2599797,аэропорт
id0576591,аэропорт
id3005744,междугородний
id1567269,городской
id2128758,аэропорт
id2601786,аэропорт
id2938462,пригородный
id3537318,междугородний
id2286398,междугородний
id1771143,пригородный
id0605659,междугородний
id3872564,междугородний
id0783577,междугородний
id2683991,пригородный
id3666604,пригородный
id3398537,городской
id1842508,аэропорт
id3960420,пригородный
id0696118,междугородний
id3414618,аэропорт
id1180563,междугородний
id1423821,городской
id0941768,пригородный
id2964504,городской
id1283550,междугородний
id3848488,междугородний
id3399284,пригородный
id3346761,пригородный
id3224468,междугородний
id3897074,междугородний
id3020768,городской
id0131779,городской
id1243109,аэропорт
id1147550,городской
id3524040,аэропорт
id1635268,междугородний
id2746445,аэропорт
id2924640,городской
id3255698,городской
id3162874,городской
id2671047,междугородний
id1594045,аэропорт
id0220009,пригородный
id1458792,городской
id1475986,аэропорт
id3727709,аэропорт
id1774088,пригородный
id0828563,пригородный
id2336110,аэропорт
id2892068,пригородный
id3762789,аэропорт
id1055547,городской
id0630469,пригородный
id1278205,городской
id0326645,междугородний
id0360181,аэропорт
id0284193,городской
id0931055,аэропорт
id0627777,городской
id3075682,аэропорт
id0576958,городской
id0333522,пригородный
id3481651,междугородний
id3575298,пригородный
id0293569,городской
id3870142,городской
id1254012,междугородний
id2532675,междугородний
id2007819,городской
id0310686,аэропорт
id2603082,городской
id1266124,пригородный
id2649795,пригородный
id0218577,пригородный
id0874519,аэропорт
id3436921,междугородний
id2563174,городской
id0098383,пригородный
id1330291,пригородный
id0875297,городской
id0866125,междугородний
id3817272,пригородный
id0044020,пригородный
id1237176,городской
id1079768,городской
id2925286,междугородний
id2009554,аэропорт
id1143140,аэропорт
id1911266,городской
id2052721,городской
id0513733,городской
id0461878,пригородный
id0024667,аэропорт
id0847627,междугородний
id3106965,городской
id1431900,пригородный
id0738588,междугородний
id2457285,пригородный
id3638337,аэропорт
id3511565,аэропорт
id1467844,городской
id2887950,пригородный
id3004423,пригородный
id1060101,междугородний
id3055169,пригородный
id0017372,пригородный
id3948482,городской
id0593735,городской
id0726603,междугородний
id1885036,междугородний
id2270826,городской
id3090684,городской
id0467558,городской
id2033474,городской
id2642150,аэропорт
id0613326,пригородный
id1178275,аэропорт
id0178989,пригородный
id0086454,пригородный
id1630398,городской
id3186662,междугородний
id0495596,пригородный
id2758924,аэропорт
id2815284,городской
id1849684,междугородний
id3251782,междугородний
id0914180,городской
id2024864,городской
id3696269,аэропорт
id0983307,городской
id1422008,пригородный
id2519758,городской
id2966520,междугородний
id2546781,междугородний
id3947908,городской
id0915133,пригородный
id2906045,городской
id0041761,междугородний
id0099869,аэропорт
id1393354,пригородный
id3680001,пригородный
id3951599,аэропорт
id1904154,пригородный
id1208287,междугородний
id0164444,городской
id1397440,междугородний
id3733874,аэропорт
id0672556,аэропорт
id2433180,аэропорт
id3098562,пригородный
id0285952,городской
id1524901,городской
id0517265,аэропорт
id0488526,аэропорт
id1046054,аэропорт
id3388069,междугородний
id1895353,аэропорт
id1621637,аэропорт
id3492078,городской
id2222269,аэропорт
id1022257,пригородный
id0352157,пригородный
id0799695,междугородний
id3857022,пригородный
id1619822,междугородний
id2400481,пригородный
id3975425,пригородный
id1730420,междугородний
id1157301,аэропорт
id0500463,пригородный
id0062293,пригородный
id3052792,пригородный
id2763637,городской
id2792802,аэропорт
id0455988,аэропорт
id0847096,городской
id2288953,аэропорт
id1150871,пригородный
id3263000,аэропорт
id2323574,пригородный
id2210420,аэропорт
id0675505,междугородний
id3774885,пригородный
id0788242,междугородний
id3363105,аэропорт
id2511242,междугородний
id1674451,городской
id0998684,пригородный
id3736343,аэропорт
id0917443,пригородный
id1499139,пригородный
id0285585,пригородный
id0212109,междугородний
id1391665,междугородний
id0410627,аэропорт
id2894705,аэропорт
id2376805,пригородный
id0693614,аэропорт
id0684790,городской
id2346478,городской
id2817319,городской
id3952703,городской
id0769893,пригородный
id0815633,междугородний
id3930376,городской
id0976795,междугородний
id2074218,городской
id1151109,пригородный
